,Sample of the book,Book_name
718,sight hardly anyone behold without sort unwonted emotion hour midnight typhoon abate much strenuous exertion starbuck stubb one engage forward aft shiver remnant jib fore main top sail cut adrift spar go eddy away leeward like feather albatross sometimes cast wind storm toss bird wing three correspond new sail bent reefed storm trysail set aft ship soon go water precision course present east south east steer practicable give helmsman violence gale steer accord vicissitude bring ship near course possible watch compass meanwhile lo good sign wind seem come round astern aye foul breeze become fair instantly yard square lively song ho fair wind oh ye ho cheerly men crew sing joy promising event soon falsify evil portent precede compliance stand order commander report immediately one twenty four hour decide change affair deck starbuck sooner trim yard breeze however reluctantly gloomily mechanically go apprise captain ahab circumstance ere knock state room ,3
558,sat hill retire thought elevate reason high providence foreknowledge fate fix fate free foreknowledge absolute found end wander maze lose good evil much argue happiness final misery passion apathy glory shame vain wisdom false philosophy yet please sorcery charm pain anguish excite fallacious hope arm th obdured breast stubborn patience triple steel another part squadron gross band bold adventure discover wide dismal world clime perhaps might yield easy habitation bend four way fly march along bank four infernal river disgorge burning lake baleful stream abhor styx flood deadly hate sad acheron sorrow black deep cocytus name lamentation loud heard rueful stream fierce phlegeton whose wave torrent fire inflame rage far slow silent stream lethe river oblivion roll watery labyrinth whereof drink forthwith former state forgets forgets joy grief pleasure pain beyond flood frozen continent lie dark wild beat perpetual storm whirlwind dire hail firm land thaw gather heap ruin seem ,4
567,content report hear heaven wonderful indeed work pleasant know worthy remembrance always delight create mind comprehend number wisdom infinite brought forth hid cause deep saw word formless mass world material mould come heap confusion heard voice wild uproar stood rule stood vast infinitude confine till second bidding darkness flee light shone order disorder sprung swift several quarter hasted cumbrous element earth flood air fire ethereal quintessence heaven flew upward spirit various form roll orbicular turn star numberless thou seest move place appoint course rest circuit wall universe look downward globe whose hither side light hence though reflect shine place earth seat man light day else hemisphere night invade neighbour moon call opposite fair star aid timely interposes monthly round still end still renew mid heaven borrow light countenance triform hence fill empty enlighten earth pale dominion check night spot point paradise adam abode lofty shade bower thy way thou canst ,4
569,happy field joy dwells hail horror hail infernal world thou profoundest hell receive thy new possessor one brings mind change place time mind place make heaven hell hell heaven matter still less thunder hath make great least shall free th almighty hath built envy drive hence may reigh secure choice reign worth ambition though hell well reign hell serve heaven wherefore let faithful friend th associate co partner loss lie thus astonish th oblivious pool call share part unhappy mansion rally arm try may yet regain heaven lose hell satan spake beelzebub thus answer leader army bright th omnipotent none foil hear voice lively pledge hope fear danger heard oft bad extreme perilous edge battle rag assault surest signal soon resume new courage revive though lie grovel prostrate yon lake fire erewhile astound amaze wonder fall pernicious height scare cease superior fiend move toward shore ponderous shield ethereal temper massy ,4
945,prove anything heart throb must sentimental man think woman love blush test circulation blood discover immortal harvey jolly rotten test surely insist flambeau might point pretty straight something disadvantage stick point straight answer end stick always point opposite way depends whether get hold stick right end saw thing do believe since proceed tell story disillusionment happen nearly twenty year chaplain co religionist prison chicago irish population displayed capacity crime penitence kept tolerably busy official second command governor ex detective name greywood usher cadaverous careful spoken yankee philosopher occasionally vary rigid visage odd apologetic grimace like father brown slightly patronize way father brown like though heartily disliked theory theory extremely complicate held extreme simplicity one even sent priest accord custom take seat silence table pile litter paper wait official select paper scrap newspaper cut hand across cleric read gravely appear extract one pinkest american society paper ran follow society brightest widower ,2
799,suspiciously ask stubb come near yes must ginger peer yet untasted cup stand incredulous calmly walk towards astonish steward slowly say ginger ginger goodness tell mr dough boy lie virtue ginger ginger ginger sort fuel use dough boy kindle fire shiver cannibal ginger devil ginger sea coal firewood lucifer match tinder gunpowder devil ginger say offer cup poor queequeg sneak temperance society movement business suddenly add approach starbuck come forward look kannakin sir smell please watch mate countenance add steward mr starbuck face offer calomel jalap queequeg instant whale steward apothecary sir may ask whether sort bitter blow back life half drown man trust say starbuck poor stuff enough aye aye steward cry stubb teach drug harpooneer none apothecary medicine want poison ye get insurance life want murder pocket proceeds ye cry dough boy aunt charity brought ginger board bade give harpooneer spirit ginger jub call ginger jub gingerly rascal ,3
761,boat swiftly impel leeward oar canvas last ahab slide vessel near plainly distinguish starbuck face lean rail hail turn vessel follow swiftly judicious interval glance upwards saw tashtego queequeg daggoo eagerly mount three mast head oarsman rock two stave boat hoist side busily work repair one port hole speed also caught fly glimpse stubb flask busying deck among bundle new iron lance saw heard hammer broken boat far hammer seem drive nail heart rally mark vane flag go main mast head shout tashtego gain perch descend another flag hammer nail nail mast whether fag three day run chase resistance swim knot hamper bore whether latent deceitfulness malice whichever true white whale way begin abate seem boat rapidly near though indeed whale last start long one still ahab glide wave unpitying shark accompany pertinaciously stuck boat continually bit ply oar blade become jagged crunched left small splinter sea almost every dip ,3
568,train night well thou belong dawn sure pledge day crownest smile morn thy bright circlet praise thy sphere day arises sweet hour prime thou sun great world eye soul acknowledge thy great sound praise thy eternal course thou climbest high noon hast gain thou fallest moon meet orient sun flyest fix star fix orb fly ye five wander fire move mystick dance without song resound praise darkness call light air ye element eldest birth nature womb quaternion run perpetual circle multiform mix nourish thing let ceaseless change vary great maker still new praise ye mist exhalation rise hill steam lake dusky gray till sun paint fleecy skirt gold honour world great author rise whether deck cloud uncoloured sky wet thirsty earth fall shower rise fall still advance praise praise ye wind four quarter blow breathe soft loud wave top ye pine every plant sign worship wave fountain ye warble ye ,4
215,strength war dost thou trust thou rebellest lo thou trustest staff broken reed egypt whereon man lean go hand pierce pharaoh king egypt trust thou say trust lord god whose high place whose altar hezekiah hath take away say judah jerusalem ye shall worship altar therefore give pledge pray thee master king assyria give thee two thousand horse thou able thy part set rider upon wilt thou turn away face one captain least master servant put thy trust egypt chariot horseman come without lord land destroy lord say unto go land destroy say eliakim shebna joah unto rabshakeh speak pray thee unto thy servant syrian language understand speak jew language ear people wall rabshakeh say hath master sent thy master thee speak word hath sent men sit upon wall may eat dung drink piss rabshakeh stood cry loud voice jew language say hear ye word great king king assyria thus ,1
54,cause fill mind raise wonder mr jennings two three day great wonderer every one must take lively interest coming going acquaintance wonder little intermission reason sure must bad news thought every kind distress befallen fix determination escape something melancholy must matter sure say see face poor man afraid circumstance may bad estate delaford reckon two thousand year brother left everything sadly involve think must sent money matter else wonder whether give anything know truth perhaps miss williams bye dare say look conscious mention may ill town nothing world likely notion always rather sickly lay wager miss williams likely distressed circumstance prudent man sure must clear estate time wonder may sister bad avignon sent set hurry seem like well wish trouble heart good wife bargain wonder talk mr jennings opinion vary every fresh conjecture seem equally probable arose elinor though felt really interested welfare colonel brandon bestow wonder go suddenly away ,0
873,crazy look tower seem make refuse earth say flambeau still star tower fanshaw eye shin spoke triumphantly aha see place quite like fancy brought friend shall see whether exaggerate mariner cornwall place belongs old pendragon call admiral though retire get rank spirit raleigh hawkins memory devon folk modern fact pendragon queen elizabeth rise grave come river gild barge receive admiral house exactly accustom every corner casement every panel wall plate table find english captain still talk fiercely fresh land found little ship much din drake find rum sort thing garden say father brown please renaissance eye elizabethan domestic architecture charm way nature break turret yet answer fanshaw romantic elizabethan part business built pendragon day spanish war though need patch even rebuild another reason always rebuilt old way story go lady sir peter pendragon built place height top see corner vessel turn river mouth wish first see husband ship sail home ,2
924,helpless doctor regard new comer restrain astonishment unlike show huge obviously harmless sea beast crawl room new comer regard doctor beam breathless geniality characterizes corpulent charwoman manage stuff omnibus rich confusion social self congratulation bodily disarray hat tumble carpet heavy umbrella slip knee thud reach one ducked unimpaired smile round face spoke simultaneously follow name brown pray excuse come business macnabs heard often help people trouble pray excuse wrong time sprawlingly recover hat make odd little bobbing bow set everything quite right hardly understand reply scientist cold intensity manner fear mistaken chamber dr hood work almost entirely literary educational true sometimes consult police case peculiar difficulty importance oh great importance broke little man call brown mother let get engage lean back chair radiant rationality brow dr hood drawn darkly eye bright something might anger might amusement still say quite understand see want get married say man clerical hat maggie macnab ,2
593,part power great fell stand unshaken within without temptation arm hadst thou free power stand thou hadst hast thou accuse heaven free love dealt equally love accurse since love hate alike deal eternal woe nay curse thou since thy chose freely justly rue miserable way shall fly infinite wrath infinite despair way fly hell hell low deep low deep still threaten devour open wide hell suffer seem heaven last relent place left repentance none pardon left none left submission word disdain forbids dread shame among spirit beneath seduce promise vaunt submit boasting subdue omnipotent ay little know dearly abide boast vain torment inwardly groan adore throne hell diadem scepter high advanced low still fall supreme misery joy ambition find say repent obtain act grace former state soon highth recall high thought soon unsay feign submission swore ease recant vow make pain violent void true reconcilement grow wound deadly hate pierce ,4
451,seem boundless continent dark waste wild frown night starless expose threaten storm chaos blustering round inclement sky save side wall heaven though distant far small reflection gain glimmer air less vexed tempest loud walk fiend large spacious field vultur imaus breed whose snowy ridge rove tartar bound dislodge region scarce prey gorge flesh lamb yeanling kid hill flock fed fly toward spring ganges hydaspes indian stream way light barren plain sericana chinese drive sail wind cany waggon light windy sea land fiend walk alone bent prey alone creature place living lifeless found none none yet store hereafter earth hither like aereal vapour flew thing transitory vain sin vanity fill work men thing vain vain thing built fond hope glory last fame happiness life reward earth fruit painful superstition blind zeal nought seek praise men find fit retribution empty deed unaccomplished work nature hand abortive monstrous unkindly mixed dissolve earth fleet ,4
67,fickle elinor say debate within eligibility begin story directly postpone till marianne strong health crept minute silence wish much good say marianne last sigh wish secret reflection may unpleasant suffer enough compare conduct compare ought compare situation borne little resemblance borne conduct dearest elinor let kindness defend know judgment must censure illness make think give leisure calmness serious recollection long enough recover talk perfectly able reflect consider past saw behaviour since begin acquaintance last autumn nothing series imprudence towards want kindness others saw feeling prepared suffering want fortitude almost lead grave illness well knew entirely brought negligence health felt even time wrong die self destruction know danger till danger remove feeling reflection give wonder recovery wonder eagerness desire live time atonement god kill die peculiar misery left nurse friend sister see fretful selfishness latter day know murmuring heart live remembrance mother console express abhorrence whenever look towards past saw duty ,0
186,monstrous glad shall neighbour know upon word reply elinor know much matter reason expect match pretend deny know every body talk assure heard way town dear mr palmer upon honour met colonel brandon monday morning bond street left town told directly surprise much colonel brandon tell surely must mistaken give intelligence person interested even true expect colonel brandon assure tell happen met turn back walk begin talk brother sister one thing another say colonel new family come barton cottage hear mama sends word pretty one go married mr willoughby combe magna true pray course must know devonshire lately colonel say oh say much look knew true moment set certain quite delightful declare take place mr brandon well hope oh yes quite well full praise nothing say fine thing flatter commendation seem excellent man think uncommonly please charm man quite pity grave dull mamma say love sister assure great compliment hardly ,0
846,strong light fell face brown complexion go big black moustache go clean shaven pate nothing remain colonel bright hawk like brown eye wall father brown go heavy meditation like say flambeau opposite work fight white instead black solid instead liquid along line something wrong monsieur something wrong one men fair dark one stout slim one strong weak one moustache beard see mouth beard moustache see chin one hair cropped skull scarf hide neck low shirt collar long hair bide skull neat correct monsieur something wrong thing make opposite thing quarrel wherever one stick sink like face mask like lock key flambeau peer house visage white sheet occupant room stand back front look glass already fit round face sort framework rank red hair hang disorder head cling round jaw chin leave mock mouth uncovered see thus glass white face look like face juda laugh horribly surround caper flame hell spasm flambeau ,2
293,unto lord answer beat small dust earth stamp mire street spread abroad thou also hast deliver striving people thou hast kept head heathen people knew shall serve stranger shall submit unto soon hear shall obedient unto stranger shall fade away shall afraid close place lord liveth bless rock exalt god rock salvation god avengeth bringeth people bringeth forth mine enemy thou also hast lift high rise thou hast deliver violent man therefore give thanks unto thee lord among heathen sing praise unto thy name tower salvation king sheweth mercy anoint unto david seed evermore last word david david son jesse say man raise high anoint god jacob sweet psalmist israel say spirit lord spake word tongue god israel say rock israel spake ruleth men must ruling fear god shall light morning sun riseth even morning without cloud tender grass spring earth clear shin rain although house god yet hath make ,1
724,enter world capital bone whale brought way syrian coast conspicuous object cymballed procession see subsequent chapter something head grant since cite say real dignity whale dignity whale dignity call heaven attest cetus constellation south drive hat presence czar take queequeg know man lifetime take three hundred fifty whale account man honourable great captain antiquity boast take many wall town possibility yet undiscovered prime thing shall deserve real repute small high hush world might unreasonably ambitious hereafter shall anything upon whole man might rather do left undone death executor properly creditor find precious ms desk prospectively ascribe honour glory whale whale ship yale college harvard chapter postscript behalf dignity whale fain advance naught substantiate fact embattle fact advocate wholly suppress unreasonable surmise might tell eloquently upon cause advocate blameworthy well know coronation king queen even modern one certain curious process season function go saltcellar state call may castor state use salt ,3
622,grown dim mary girl thou fadest pale glory behind boy seem see thy eye grown wondrous blue strangest problem life seem clearing cloud sweep journey end come leg feel faint like foot day feel thy heart beat yet stir thyself starbuck stave move move speak aloud mast head see ye boy hand hill craze aloft keep thy keenest eye upon boat mark well whale ho drive hawk see peck tear vane point red flag fly main truck ha soar away old man see st thou sight oh ahab shudder shudder boat go far signal mast head downward point arm ahab knew whale sound intend near next rise held way little sideways vessel becharm crew maintain profoundest silence head beat wave hammer hammer oppose bow drive drive nail oh ye wave uttermost head drive ye strike thing without lid coffin hearse mine hemp kill ha ha suddenly water around slowly swell ,3
646,cheerily hilariously captain bowl way see old nantucket think sir mild blue day even nantucket see summer day morning time yes noon nap boy vivaciously wake sits bed mother tell cannibal old abroad upon deep yet come back dance ti mary mary promise boy every morning carry hill catch first glimpse father sail yes yes do head nantucket come captain study course let away see see boy face window boy hand hill ahab glance avert like blight fruit tree shook cast last cindered apple soil nameless inscrutable unearthly thing cozen hidden lord master cruel remorseless emperor command natural lovings longing keep push crowd jamming time recklessly make ready proper natural heart durst much dare ahab ahab god lift arm great sun move errand boy heaven one single star revolve invisible power one small heart beat one small brain think thought unless god beating think living heaven man turn round round ,3
383,another make without hand neither witness agree together high priest stood midst ask jesus say answerest thou nothing witness thee held peace answer nothing high priest ask say unto art thou christ son bless jesus say ye shall see son man sit right hand power come cloud heaven high priest rent clothes saith need witness ye heard blasphemy think ye condemn guilty death begin spit cover face buffet say unto prophesy servant strike palm hand peter beneath palace cometh one maid high priest saw peter warm look upon say thou also wast jesus nazareth deny say know neither understand thou sayest go porch cock crew maid saw begin say stood one deny little stood say peter surely thou art one thou art galilaean thy speech agreeth thereto begin curse swear say know man ye speak second time cock crew peter call mind word jesus say unto cock crow twice thou ,1
591,less heroick wrath stern achilles foe pursue thrice fugitive troy wall rage turnus lavinia disespous neptune ire juno long perplexed greek cytherea son answerable style obtain celestial patroness deigns nightly visitation unimplor dictate slumber inspires easy unpremeditated verse since first subject heroick song plea long choose begin late sedulous nature indite war hitherto argument heroick deem chief mastery dissect long tedious havock fabled knight battle feign well fortitude patience heroick martyrdom unsung describe race game tilt furniture imblazon shield impress quaint caparison steed base tinsel trapping gorgeous knight joust tournament marshall feast serv hall sewer seneshals skill artifice office mean justly give heroick name person poem skill studious high argument remains sufficient raise name unless age late cold climate year damp intend wing depress much may mine brings nightly ear sun sunk star hesperus whose office bring twilight upon earth short arbiter twixt day night end end night hemisphere veil ,4
531,verdant isle hesperian set signal depart strong live happy love first love obey keep great command take heed l passion sway thy judgement aught else free admit thine thy son weal woe thee place beware thy persevere shall rejoice blest stand fast stand fall free thine arbitrement lie perfect within outward aid require temptation transgress repel say arose adam thus follow benediction since part go heavenly guest ethereal messenger sent whose sovran goodness adore gentle affable hath thy condescension shall honour grateful memory thou mankind good friendly still oft return part angel heaven thick shade adam bower book ix talk god angel guest man friend familiar sit indulgent partake rural repast permit venial discourse unblam must change note tragick foul distrust breach disloyal part man revolt disobedience part heaven alienate distance distaste anger rebuke judgement give brought world world woe sin shadow death misery death harbinger sad talk yet argument ,4
746,mouth let hear say moment exhaust mutineer make tremulous motion cramped jaw painfully twist round head say sort hiss say mind well flog murder say ye see ye frighten captain drew rope strike best hiss lakeman must rope drawn back stroke steelkilt hiss something inaudible captain amazement hand start back pace deck rapidly two three time suddenly throw rope say let go cut ye hear junior mate hurry execute order pale man bandage head arrest radney chief mate since blow lain berth morning hearing tumult deck crept thus far watch whole scene state mouth hardly speak mumble something willing able captain dare attempt snatch rope advanced pinion foe coward hiss lakeman take mate act strike another hiss stayed uplifted arm pause pause make good word spite steelkilt threat whatever might three men cut hand turn sullenly work moody seaman iron pump clang dark day one watch retire clamor heard forecastle ,3
184,ring saw say elinor composure voice conceal emotion distress beyond thing felt mortify shock confound fortunately reach cottage conversation continued farther sit minute miss steele return park elinor liberty think wretched point first second edition volume end chapter however small elinor general dependence lucy veracity might impossible serious reflection suspect present case temptation answerable folly invent falsehood description lucy assert true therefore elinor dare longer doubt support every side probability proof contradict nothing wish opportunity acquaintance house mr pratt foundation rest indisputable alarm edward visit near plymouth melancholy state mind dissatisfaction prospect uncertain behaviour towards intimate knowledge miss steele norland family connection often surprised picture letter ring form altogether body evidence overcame every fear condemn unfairly establish fact partiality set aside ill treatment resentment behaviour indignation dupe short time make feel idea consideration soon arose edward intentionally deceive feign regard feel engagement lucy engagement heart whatever might believe present affection ,0
472,ye lead sweet compulsion thus transport forget hither brought hate love hope paradise hell hope taste pleasure pleasure destroy save destroy joy lose let let pas occasion smile behold alone woman opportune attempt husband view far round nigh whose high intellectual shun strength courage haughty limb heroick built though terrestrial mould foe informidable exempt wound much hath hell debase pain enfeeble heaven fair divinely fair fit love god terrible though terrour love beauty approach strong hate hate strong show love well feign way ruin tend spake enemy mankind enclose serpent inmate bad toward eve address way indent wave prone ground since rear circular base rise fold tower fold fold surge maze head crest aloft carbuncle eye burnish neck verdant gold erect amidst circle spire grass float redundant please shape lovely since serpent kind lovelier illyria change hermione cadmus god epidaurus transform ammonian jove capitoline see olympia bore scipio highth rome ,4
346,man upon beast magician stand moses boil boil upon magician upon egyptian lord harden heart pharaoh hearken unto lord spoken unto moses lord say unto moses rise early morning stand pharaoh say unto thus saith lord god hebrew let people go may serve time send plague upon thine heart upon thy servant upon thy people thou mayest know none like earth stretch hand may smite thee thy people pestilence thou shalt cut earth deed cause raise thee shew thee power name may declare throughout earth yet exaltest thou thyself people thou wilt let go behold morrow time cause rain grievous hail hath egypt since foundation thereof even send therefore gather thy cattle thou hast field upon every man beast shall found field shall brought home hail shall come upon shall die fear word lord among servant pharaoh make servant cattle flee house regard word lord left servant cattle field lord ,1
56,dare say fourteen hundred pound come settle matter person death indeed late sell man colonel brandon sense wonder improvident point common natural concern well convince vast deal inconsistency almost every human character suppose however recollection case may probably edward hold living till person colonel really sell presentation old enough take aye aye fact depend upon elinor contradict however positively relate employ convey offer colonel brandon edward therefore must understand term give oblige submit authority truly astonish cry hearing say colonel motive simple one use mr ferrars well well whatever colonel brandon may edward lucky man mention matter fanny however though broke bear vastly well like hear much talk elinor difficulty refrain observe thought fanny might borne composure acquisition wealth brother neither child possibly impoverish mr ferrars add lower voice tone become important subject know nothing present believe best keep entirely conceal long may marriage take place fear must hear precaution ,0
517,story sum earthly bliss enjoy must confess find thing else delight indeed use work mind change vehement desire delicacy mean taste sight smell herb fruit flower walk melody bird far otherwise transport behold transport touch passion first felt commotion strange enjoyment else superiour unmoved weak charm beauty powerful glance nature fail left part proof enough object sustain side subducting take perhaps enough least bestow much ornament outward show elaborate inward less exact well understand prime end nature inferiour mind inward faculty excel outward also resemble less image make less express character dominion give er creature yet approach loveliness absolute seem complete well know will say seem wise virtuousest discreetest best high knowledge presence fall degrade wisdom discourse loses discountenance like folly show authority reason wait one intend first make occasionally consummate greatness mind nobleness seat build lovely create awe guard angelick place angel contract brow accuse nature hath do part ,4
38,wish heartily wish injured injured one whose affection may say scarcely less warm whose mind oh infinitely superior indifference however towards unfortunate girl must say unpleasant discussion subject may well indifference apology cruel neglect think excuse weakness natural defect understand side wanton cruelty evident must know enjoy devonshire pursue fresh scheme always gay always happy reduce extremest indigence upon soul know warmly reply recollect omit give direction common sense might told find well sir say mr smith taxed offence confusion may guess purity life formality notion ignorance world every thing matter deny vain every endeavour soften previously dispose believe doubt morality conduct general moreover discontent little attention little portion time bestow present visit short end total breach one measure might save height morality good woman offer forgive past marry eliza formally dismiss favour house night follow affair go next morning spent deliberate future conduct struggle great end soon affection marianne ,0
928,haired girl priest smile turn say sort nose one wear mere foppery admit man think wear real nose much nicer insist nursery rhyme observe brown absent mindedly crooked man go crooked mile man fancy go crooked road follow nose do demand rather shakily want force confidence hair say father brown quietly think tell tell girl sprang foot stood quite quietly clenched hand like one stride away hand loosen slowly sat mystery others say desperately feel might heart mystery dread say priest low voice maze centre atheism nightmare tell everything say red haired girl doggedly except tell know picked darn table cloth go look knew snobbery well say good old family understand necessary part story indeed chief danger brother high dry notion noblesse oblige well name christabel carstairs father colonel carstairs probably heard make famous carstairs collection roman coin describe father near say like roman coin handsome genuine valuable metallic date ,2
22,lucy first come barton park last november told confidence engagement word marianne eye express astonishment lip utter pause wonder exclaim four month know four month elinor confirm attend misery heart reproach happy fit know much reverse four month cry marianne calm cheerful support feel duty promise lucy oblige secret owe therefore avoid give hint truth owe family friend create solicitude power satisfy marianne seem much struck often wish undeceive mother add elinor twice attempt without betraying trust convince four month yet love yes love comfort others dear glad spare know much felt think speak little emotion suffer account assure longer suffer materially many thing support conscious provoke disappointment imprudence borne much possible without spread farther acquit edward essential misconduct wish happy sure always duty though may harbour regret end must become lucy want sense foundation every thing good may built marianne bewitching idea single constant attachment say one happiness depend ,0
117,displeased give number day near relation fanny pause moment fresh vigor say love ask heart power settle within ask miss steele spend day well behave good kind girl think attention due uncle well edward ask sister year know miss steele may town sure like indeed like know much already mother favourite harry mr dashwood convince saw necessity invite miss steele immediately conscience pacify resolution invite sister another year time however slyly suspect another year make invitation needle bring elinor town colonel brandon wife marianne visitor fanny rejoice escape proud ready wit procure write next morning lucy request company sister day harley street soon lady middleton spare enough make lucy really reasonably happy mr dashwood seem actually work cherish hope promote view opportunity edward family thing material interest invitation gratify feeling advantage gratefully acknowledge speedily make use visit lady middleton precise limit instantly discover always meant end two day time note ,0
118,walk towards village leave others great astonishment perplexity change situation wonderful sudden perplexity mean lessen conjecture chapter unaccountable however circumstance release might appear whole family certain edward free purpose freedom employ easily pre determine experience blessing one imprudent engagement contract without mother consent already do four year nothing less expect failure immediate contraction another errand barton fact simple one ask elinor marry consider altogether inexperienced question might strange feel uncomfortable present case really much need encouragement fresh air soon walk proper resolution however soon opportunity exercise occur manner express receive need particularly told need say sat table four clock three hour arrival secure lady engage mother consent rapturous profession lover reality reason truth one happiest men situation indeed commonly joyful ordinary triumph accepted love swell heart raise spirit release without reproach entanglement long form misery woman long cease love elevate security another must thought almost despair soon learnt consider desire ,0
706,hand aye aye thought much soliloquize stubb boat diverge soon clapt eye em thought aye go hold often dough boy long suspect hidden white whale bottom well well help right give way men white whale day give way advent outlandish stranger critical instant lower boat deck unreasonably awaken sort superstitious amazement ship company archy fancy discovery time previous get abroad among though indeed credit small measure prepared event take extreme edge wonder stubb confident way accounting appearance time freed superstitious surmisings though affair still left abundant room manner wild conjecture dark ahab precise agency matter begin silently recall mysterious shadow see creep board pequod dim nantucket dawn well enigmatical hintings unaccountable elijah meantime ahab hearing officer side furthest windward still range ahead boat circumstance bespeaking potent crew pull tiger yellow creature seem steel whalebone like five trip hammer rise fell regular stroke strength periodically start boat along water like horizontal ,3
864,cutlas half sharp remember must stop chop matchwood confound old bargain scribble family bible swung heavy steel time sunder wall wood top bottom one stroke feel like say laugh furiously fling sword yard path let go house must dinner semicircle lawn front house varied three circular garden bed one red tulip second yellow tulip third white waxen look blossom visitor know presume exotic heavy hairy rather sullen look gardener hang heavy coil garden hose corner expire sunset seem cling corner house give glimpse colour remoter flowerbed treeless space one side house opening upon river stood tall brass tripod tilt big brass telescope outside step porch stood little paint green garden table someone tea entrance flank two half feature lump stone hole eye say south sea idol brown oak beam across doorway confuse carving look almost barbaric pass indoors little cleric hopped suddenly table stand peer unaffectedly spectacle moulding oak admiral ,2
231,play hole asp wean child shall put hand cockatrice den shall hurt destroy holy mountain earth shall full knowledge lord water cover sea day shall root jesse shall stand ensign people shall gentile seek rest shall glorious shall come pas day lord shall set hand second time recover remnant people shall left assyria egypt pathros cush elam shinar hamath island sea shall set ensign nation shall assemble outcast israel gather together disperse judah four corner earth envy also ephraim shall depart adversary judah shall cut ephraim shall envy judah judah shall vex ephraim shall fly upon shoulder philistine toward west shall spoil east together shall lay hand upon edom moab child ammon shall obey lord shall utterly destroy tongue egyptian sea mighty wind shall shake hand river shall smite seven stream make men go dryshod shall highway remnant people shall left assyria like israel day come land egypt day thou ,1
111,thousand pound miss dashwood daughter private gentleman three found though perfectly admit truth representation mean inclined guide judged wise experience past submit therefore ungracious delay owe dignity serve prevent every suspicion good issue decree consent marriage edward elinor engage towards augment income next consider plainly appear though edward son mean eldest robert inevitably endow thousand pound year small objection make edward take order sake two hundred fifty utmost anything promise either present future beyond ten thousand pound give fanny much however desire expect edward elinor mr ferrars shuffle excuse seem person surprised give income quite sufficient want thus secure nothing wait edward possession living readiness house colonel brandon eager desire accommodation elinor make considerable improvement wait time completion experience usual thousand disappointment delay unaccountable dilatoriness workman elinor usual broke first positive resolution marry till every thing ready ceremony take place barton church early autumn first month marriage spent friend mansion ,0
213,sight lord father manasseh walk way father walk serve idol father serve worship forsook lord god father walk way lord servant amon conspire slew king house people land slew conspire king amon people land make josiah son king stead rest act amon write book chronicle king judah bury sepulchre garden uzza josiah son reign stead josiah eight year old begin reign reign thirty one year jerusalem mother name jedidah daughter adaiah boscath right sight lord walk way david father turn aside right hand left come pas eighteenth year king josiah king sent shaphan son azaliah son meshullam scribe house lord say go hilkiah high priest may sum silver brought house lord keeper door gather people let deliver hand doer work oversight house lord let give doer work house lord repair breach house unto carpenter builder mason buy timber hewn stone repair house howbeit reckon make money deliver hand dealt faithfully ,1
423,thou thine diffident wisdom desert thee thou dismiss thou needest nigh attribute overmuch thing less excellent thou thyself perceivest admirest thou transport thee outside fair doubt worthy well thy cherish thy honour thy love thy subjection weigh thyself value oft time nothing profit self esteem ground right well manage skill thou knowest acknowledge thee head reality yield show make adorn thy delight awful honour thou mayest love thy mate see thou art see least wise sense touch whereby mankind propagate seem dear delight beyond think vouchsafed cattle beast make common divulge aught therein enjoy worthy subdue soul man passion move high society thou findest attractive human rational love still love thou dost well passion wherein true love consists love refines thought heart enlarges hath seat reason judicious scale heavenly love thou mayest ascend sunk carnal pleasure cause among beast mate thee found thus half abash adam reply neither outside form ,4
339,eunuch king house heard put jeremiah dungeon king sit gate benjamin ebedmelech go forth king house spake king say lord king men do evil do jeremiah prophet cast dungeon like die hunger place bread city king command ebedmelech ethiopian say take hence thirty men thee take jeremiah prophet dungeon die ebedmelech take men go house king treasury take thence old cast clout old rotten rag let cord dungeon jeremiah ebedmelech ethiopian say unto jeremiah put old cast clout rotten rag thine armhole cord jeremiah drew jeremiah cord take dungeon jeremiah remain court prison zedekiah king sent take jeremiah prophet unto third entry house lord king say unto jeremiah ask thee thing hide nothing jeremiah say unto zedekiah declare unto thee wilt thou surely put death give thee counsel wilt thou hearken unto zedekiah king sware secretly unto jeremiah say lord liveth make soul put thee death neither give thee hand ,1
100,general abuse every thing desire appear superior people motive common wonder mean however might succeed establish superiority ill breeding likely attach one except wife oh dear miss dashwood say mr palmer soon afterwards get favour ask sister come spend time cleveland christmas pray come weston think happy shall quite delightful love apply husband long miss dashwoods come cleveland certainly reply sneer come devonshire view say lady see mr palmer expect refuse come eagerly resolutely decline invitation indeed must shall come sure like thing weston quite delightful think sweet place cleveland gay mr palmer always go country canvass election many people come dine saw quite charm poor fellow fatigue force make every body like elinor hardly keep countenance assent hardship obligation charm say charlotte parliament shall laugh ridiculous see letter direct p know say frank declares mr palmer mr palmer take notice bear write know continued say quite shock say say ,0
